;genre;filename;year;number;score;sentence1;sentence2;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
124;main-captions;MSRvid;2012test;742;0;['a', 'baby', 'elephant', 'is', 'eating', 'a', 'small', 'tree'];['a', 'little', 'girl', 'peddling', 'a', 'scooter'];0.701949381;0.672271367;0.644582247;;0.285714286;0.714285714
125;main-captions;MSRvid;2012train;1;5;['a', 'woman', 'and', 'man', 'are', 'dancing', 'in', 'the', 'rain'];['a', 'man', 'and', 'woman', 'are', 'dancing', 'in', 'rain'];1;1;1;;0.941176471;0.823529412
126;main-captions;MSRvid;2012train;2;0.3;['someone', 'is', 'drawing'];['someone', 'is', 'dancing'];0.871671737;1;1;;0.666666667;0.666666667
127;main-captions;MSRvid;2012train;7;2.75;['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'woman', 'is', 'playing', 'the', 'guitar'];0.913043478;0.904820418;0.927337727;;0.833333333;0.833333333
128;main-captions;MSRvid;2012train;8;5;['two', 'men', 'are', 'fistfighting', 'in', 'a', 'ring'];['two', 'men', 'fistfight', 'in', 'a', 'ring'];0.972271824;0.714676044;0.816496581;;0.769230769;0.923076923
129;main-captions;MSRvid;2012train;13;4.25;['a', 'person', 'wipes', 'butter', 'on', 'a', 'tray'];['a', 'person', 'is', 'buttering', 'a', 'tray'];0.844305526;0.807610608;0.774596669;;0.615384615;1.076923077
130;main-captions;MSRvid;2012train;14;3.4;['two', 'men', 'are', 'playing', 'football'];['two', 'men', 'are', 'practicing', 'football'];0.913043478;0.764830717;0.816496581;;0.8;0.8
131;main-captions;MSRvid;2012train;15;1.6;['the', 'man', 'is', 'playing', 'the', 'guitar'];['the', 'girl', 'is', 'playing', 'the', 'guitar'];0.861538462;0.828970325;0.89192448;;0.833333333;0.5
132;main-captions;MSRvid;2012train;19;2.6;['a', 'man', 'is', 'peeling', 'a', 'potato'];['a', 'man', 'is', 'slicing', 'a', 'potato'];0.867454563;1;1;;0.833333333;1.166666667
133;main-captions;MSRvid;2012train;20;5;['a', 'woman', 'is', 'stabbing', 'a', 'potato', 'with', 'a', 'fork'];['a', 'woman', 'is', 'puncturing', 'a', 'potato', 'with', 'a', 'fork'];0.896040456;0.714384715;0.894427191;;0.888888889;1.444444444
134;main-captions;MSRvid;2012train;21;3.2;['a', 'child', 'is', 'waking', 'up'];['a', 'girl', 'is', 'waking', 'up'];0.913043478;0.977683944;0.997834037;;0.8;0.8
135;main-captions;MSRvid;2012train;22;4.8;['a', 'boy', 'is', 'playing', 'a', 'key-board'];['a', 'little', 'boy', 'is', 'playing', 'a', 'keyboard'];0.857198455;0.821697914;0.911363692;;0.769230769;1.076923077
136;main-captions;MSRvid;2012train;28;5;['a', 'woman', 'plays', 'the', 'flute'];['a', 'woman', 'is', 'playing', 'the', 'flute'];0.963086825;0.843121823;0.816496581;;0.727272727;0.727272727
137;main-captions;MSRvid;2012train;36;2.4;['a', 'woman', 'is', 'playing', 'an', 'electric', 'guitar'];['a', 'man', 'is', 'playing', 'an', 'acoustic', 'guitar'];0.82526587;0.925504089;0.942027521;;0.714285714;0.714285714
138;main-captions;MSRvid;2012train;44;2;['a', 'man', 'is', 'playing', 'a', 'flute'];['a', 'man', 'is', 'playing', 'a', 'guitar'];0.861878453;0.777836832;0.864084358;;0.833333333;1.166666667
139;main-captions;MSRvid;2012train;53;5;['a', 'group', 'of', 'people', 'are', 'sweeping', 'water', 'out', 'of', 'a', 'house'];['people', 'are', 'sweeping', 'water', 'out', 'of', 'a', 'house'];0.984798246;1;1;;1.052631579;0.842105263
140;main-captions;MSRvid;2012train;67;5;['a', 'man', 'plays', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'guitar'];0.963086825;0.84965796;0.816496581;;0.727272727;1.272727273
141;main-captions;MSRvid;2012train;85;3.4;['a', 'man', 'and', 'a', 'woman', 'is', 'kissing', 'each', 'other'];['a', 'man', 'and', 'a', 'woman', 'are', 'hugging', 'and', 'kissing', 'each', 'other'];1;0.843121823;0.816496581;;0.8;1.1
142;main-captions;MSRvid;2012train;96;4.5;['a', 'woman', 'is', 'climbing', 'a', 'cliff'];['a', 'woman', 'is', 'climbing', 'a', 'rock', 'face'];0.868845743;0.768945218;0.90654212;;0.769230769;1.076923077
143;main-captions;MSRvid;2012train;98;4.2;['a', 'polar', 'bear', 'is', 'running', 'towards', 'a', 'group', 'of', 'walruses'];['a', 'polar', 'bear', 'is', 'chasing', 'a', 'group', 'of', 'walruses'];0.943312391;0.904034484;0.954528823;;0.842105263;0.947368421
144;main-captions;MSRvid;2012train;105;2.2;['a', 'woman', 'is', 'cutting', 'some', 'fish'];['a', 'woman', 'is', 'cutting', 'tofu'];0.79278452;0.94107135;0.983855017;;0.727272727;0.727272727
145;main-captions;MSRvid;2012train;107;2.4;['someone', 'is', 'playing', 'a', 'piano'];['someone', 'is', 'playing', 'guitar'];0.82071499;0.685435892;0.826694155;;0.666666667;0.666666667
146;main-captions;MSRvid;2012train;112;3.8;['a', 'man', 'is', 'pouring', 'rice', 'a', 'roni', 'into', 'a', 'pan'];['a', 'man', 'poured', 'ric-a-roni', 'into', 'a', 'pan'];0.911918394;0.789451979;0.849842981;;0.705882353;1.058823529
147;main-captions;MSRvid;2012train;118;2.5;['a', 'man', 'is', 'breaking', 'wooden', 'boards', 'with', 'his', 'hand'];['a', 'man', 'is', 'breaking', 'tiles', 'with', 'his', 'hands'];0.892147987;1;1;;0.705882353;0.588235294
148;main-captions;MSRvid;2012train;119;2;['a', 'girl', 'is', 'playing', 'guitar'];['a', 'girl', 'is', 'playing', 'a', 'piano'];0.913043478;0.910795352;0.919539766;;0.727272727;0.909090909
149;main-captions;MSRvid;2012train;120;0.75;['a', 'man', 'is', 'praying'];['a', 'man', 'is', 'dancing'];0.839525349;0.875179269;0.954773518;;0.75;0.75
150;main-captions;MSRvid;2012train;136;2;['a', 'man', 'is', 'playing', 'piano'];['a', 'man', 'is', 'playing', 'a', 'violin'];0.888888889;0.654387293;0.854780112;;0.727272727;0.909090909
151;main-captions;MSRvid;2012train;141;2.2;['a', 'woman', 'is', 'slicing', 'an', 'onion'];['a', 'woman', 'is', 'slicing', 'lemons'];0.806340137;0.931615247;0.969525139;;0.727272727;0.727272727
152;main-captions;MSRvid;2012train;144;4;['a', 'man', 'is', 'riding', 'a', 'horse', 'by', 'a', 'creek'];['a', 'man', 'is', 'riding', 'a', 'horse'];0.875465539;0.544794384;0.735520618;;0.933333333;1.333333333
153;main-captions;MSRvid;2012train;146;3.2;['a', 'man', 'is', 'playing', 'a', 'guitar'];['a', 'man', 'is', 'playing', 'a', 'guitar', 'and', 'singing'];0.963086825;1;1;;0.857142857;1.142857143
154;main-captions;MSRvid;2012train;163;3.8;['a', 'man', 'is', 'picking', 'up', 'a', 'tree'];['a', 'man', 'is', 'carrying', 'a', 'tree'];0.856601932;0.87634159;0.974282156;;0.769230769;1.076923077
155;main-captions;MSRvid;2012train;168;3.75;['a', 'person', 'is', 'peeling', 'a', 'potato'];['the', 'man', 'is', 'peeling', 'a', 'potato'];0.952380952;0.898504894;0.952737363;;0.833333333;0.833333333
156;main-captions;MSRvid;2012train;169;0.5;['a', 'person', 'is', 'playing', 'a', 'piano'];['a', 'person', 'is', 'slicing', 'a', 'potato'];0.766732795;0.954120133;0.985661218;;0.666666667;1
157;main-captions;MSRvid;2012train;177;0.8;['a', 'man', 'is', 'spitting'];['a', 'man', 'is', 'talking'];0.844642972;1;1;;0.75;0.75
158;main-captions;MSRvid;2012train;178;5;['a', 'man', 'is', 'playing', 'a', 'musical', 'keyboard'];['a', 'man', 'is', 'playing', 'a', 'keyboard', 'piano'];0.883406855;1;1;;0.857142857;1.142857143
159;main-captions;MSRvid;2012train;189;1.2;['a', 'man', 'is', 'dancing'];['a', 'man', 'is', 'thinking'];0.876820945;1;1;;0.75;0.75
160;main-captions;MSRvid;2012train;204;5;['a', 'man', 'plays', 'a', 'trumpet'];['a', 'man', 'is', 'playing', 'the', 'trumpet'];0.963086825;0.668202164;0.707106781;;0.727272727;0.909090909
161;main-captions;MSRvid;2012train;208;2.8;['a', 'woman', 'is', 'riding', 'a', 'horse'];['a', 'man', 'rides', 'a', 'horse'];0.885079415;0.583303;0.651571988;;0.545454545;1.090909091
162;main-captions;MSRvid;2012train;219;1.2;['a', 'band', 'is', 'playing', 'on', 'stage'];['a', 'woman', 'is', 'dancing', 'on', 'a', 'stage'];0.819094519;0.790247833;0.869221985;;0.615384615;0.769230769
163;main-captions;MSRvid;2012train;220;3.2;['a', 'woman', 'is', 'playing', 'a', 'guitar', 'and', 'singing'];['a', 'woman', 'is', 'playing', 'the', 'guitar'];0.963086825;1;1;;0.857142857;0.857142857
164;main-captions;MSRvid;2012train;222;4.6;['the', 'man', 'is', 'eating'];['a', 'man', 'is', 'eating', 'food'];0.835621737;0.419739783;0.577350269;;0.666666667;0.666666667
165;main-captions;MSRvid;2012train;225;4;['a', 'little', 'boy', 'hits', 'a', 'golf', 'ball'];['the', 'little', 'boy', 'swung', 'at', 'the', 'golf', 'ball'];0.811088157;0.62815157;0.756084866;;0.533333333;0.533333333
166;main-captions;MSRvid;2012train;227;3.8;['a', 'guy', 'is', 'taking', 'off', 'his', 'sunglasses'];['a', 'boy', 'is', 'removing', 'his', 'sunglasses'];0.9375;0.721261799;0.813468203;;0.615384615;0.769230769
167;main-captions;MSRvid;2012train;228;3.4;['someone', 'is', 'reading', 'an', 'email'];['a', 'man', 'is', 'reading', 'his', 'email'];0.802346041;0.953182887;0.880367204;;0.545454545;0.545454545
168;main-captions;MSRvid;2012train;232;4.6;['a', 'person', 'is', 'slicing', 'onions'];['someone', 'is', 'slicing', 'an', 'onion'];0.887323944;0.982788836;0.987261434;;0.4;0.8
169;main-captions;MSRvid;2012train;238;2.6;['a', 'girl', 'is', 'coming', 'up', 'on', 'a', 'car'];['a', 'girl', 'jumps', 'on', 'top', 'of', 'a', 'car'];0.822786528;0.935099738;0.866025404;;0.625;0.875
170;main-captions;MSRvid;2012train;258;1.8;['a', 'man', 'is', 'playing', 'drums'];['a', 'man', 'is', 'playing', 'his', 'guitar'];0.913698555;0.777836832;0.864084358;;0.727272727;0.727272727
171;main-captions;MSRvid;2012train;265;0.75;['someone', 'is', 'slicing', 'a', 'onion'];['someone', 'is', 'carrying', 'a', 'fish'];0.830944807;0.695200417;0.930827317;;0.6;0.6
172;main-captions;MSRvid;2012train;280;4;['a', 'woman', 'is', 'dicing', 'some', 'peeled', 'potatoes', 'cut', 'into', 'thick', 'strips'];['a', 'woman', 'is', 'chopping', 'a', 'peeled', 'potato', 'into', 'slices'];0.892993021;0.953089958;0.976072706;;0.5;0.8
173;main-captions;MSRvid;2012train;282;2.75;['a', 'little', 'girl', 'peddling', 'a', 'scooter'];['a', 'girl', 'is', 'riding', 'a', 'scooter'];0.764761269;0.946010408;0.866025404;;0.666666667;1
174;main-captions;MSRvid;2012train;294;3.8;['a', 'cat', 'cleans', 'itself'];['a', 'cat', 'is', 'licking', 'itself'];0.855770998;0.668202164;0.707106781;;0.666666667;0.444444444
175;main-captions;MSRvid;2012train;295;2.6;['a', 'man', 'is', 'kicking', 'a', 'soccer', 'ball'];['a', 'man', 'is', 'performing', 'tricks', 'with', 'a', 'soccer', 'ball'];0.882883042;1;1;;0.75;1
176;main-captions;MSRvid;2012train;297;2;['a', 'woman', 'opens', 'a', 'window'];['a', 'woman', 'is', 'looking', 'out', 'a', 'window'];0.842075358;0.933210263;0.866025404;;0.666666667;1
177;main-captions;MSRvid;2012train;301;3.8;['three', 'men', 'are', 'doing', 'same', 'dance', 'in', 'the', 'street'];['three', 'shirtless', 'men', 'are', 'dancing', 'in', 'the', 'street'];0.93902935;0.872290932;0.816496581;;0.705882353;0.705882353
178;main-captions;MSRvid;2012train;310;0.583;['the', 'man', 'is', 'playing', 'the', 'guitar'];['the', 'man', 'is', 'peeling', 'a', 'potato'];0.637340892;0.544761459;0.607067092;;0.666666667;0.333333333
179;main-captions;MSRvid;2012train;325;0.4;['a', 'man', 'is', 'dancing'];['a', 'woman', 'is', 'exercising'];0.774206525;0.790247833;0.869221985;;0.5;0.5
180;main-captions;MSRvid;2012train;326;0.25;['a', 'woman', 'is', 'exercising'];['a', 'man', 'is', 'dancing'];0.774206525;0.790247833;0.869221985;;0.5;0.5
181;main-captions;MSRvid;2012train;334;2.8;['a', 'boy', 'is', 'playing', 'the', 'violin', 'onstage'];['a', 'boy', 'is', 'playing', 'an', 'instrument'];0.759822389;0.816283742;0.911545881;;0.615384615;0.615384615
182;main-captions;MSRvid;2012train;335;3.2;['the', 'woman', 'is', 'measuring', 'the', 'other', 'woman'];"['the', 'lady', 'measured', 'the', 'other', 'woman', ""'s"", 'ankle']";0.886833084;0.675797975;0.656144938;;0.666666667;0.533333333
183;main-captions;MSRvid;2012train;354;0.5;['a', 'man', 'is', 'doing', 'exercise'];['a', 'man', 'is', 'firing', 'a', 'rifle'];0.81764421;0.971636368;0.994474564;;0.545454545;0.727272727
184;main-captions;MSRvid;2012train;363;2.25;['a', 'dog', 'is', 'playing', 'with', 'a', 'toy'];['a', 'dog', 'is', 'eating', 'a', 'doll'];0.858824782;0.572925763;0.85525911;;0.615384615;0.923076923
185;main-captions;MSRvid;2012train;365;0;['a', 'man', 'is', 'playing', 'a', 'piano'];['a', 'guy', 'is', 'peeling', 'a', 'potato'];0.714395437;0.940025204;0.981931571;;0.5;0.833333333
186;main-captions;MSRvid;2012train;373;0;['a', 'man', 'is', 'bowling'];['a', 'kitten', 'is', 'walking'];0.741861109;1;1;;0.5;0.5
187;main-captions;MSRvid;2012train;383;0.308;['a', 'woman', 'is', 'dancing', 'near', 'a', 'fire'];['a', 'woman', 'is', 'cutting', 'a', 'tomatoe'];0.846042126;1;1;;0.615384615;0.923076923
188;main-captions;MSRvid;2012train;392;0.75;['a', 'man', 'is', 'making', 'a', 'bed'];['a', 'man', 'is', 'speaking', 'to', 'an', 'audience'];0.788322942;0.845687894;0.950607208;;0.615384615;0.615384615
189;main-captions;MSRvid;2012train;395;0.4;['a', 'person', 'is', 'riding', 'a', 'motorcyle'];['a', 'person', 'is', 'chopping', 'an', 'onion'];0.763929824;0.799098084;0.900817068;;0.666666667;0.666666667
190;main-captions;MSRvid;2012train;397;4.2;['a', 'man', 'pours', 'rice', 'into', 'a', 'pot'];['a', 'man', 'is', 'putting', 'rice', 'in', 'a', 'bowling', 'pot'];0.816216173;0.789451979;0.849842981;;0.625;0.875
191;main-captions;MSRvid;2012train;401;3.75;['a', 'person', 'is', 'slicing', 'some', 'garlic'];['a', 'person', 'is', 'dicing', 'a', 'clove', 'of', 'garlic', 'with', 'a', 'knife'];0.788178888;0.818213391;0.894427191;;0.470588235;0.705882353
192;main-captions;MSRvid;2012train;419;1.6;['a', 'woman', 'is', 'slicing', 'ginger'];['a', 'woman', 'is', 'cutting', 'potatoes'];0.831758034;0.949055466;0.985661218;;0.6;0.6
193;main-captions;MSRvid;2012train;420;3;['men', 'are', 'playing', 'soccer'];['two', 'teams', 'play', 'soccer'];0.756069745;0.724601303;0.754795057;;0.25;0.5
194;main-captions;MSRvid;2012train;430;4;['a', 'person', 'is', 'scrubbing', 'a', 'zucchini'];['a', 'woman', 'is', 'scrubbing', 'a', 'zucchini', 'with', 'a', 'vegetable', 'brush'];0.856405581;0.928326851;0.958701046;;0.625;1.125
195;main-captions;MSRvid;2012train;438;3;['a', 'panda', 'bear', 'is', 'chewing', 'on', 'a', 'stick'];['a', 'baby', 'panda', 'plays', 'with', 'a', 'stick'];0.734803123;0.904641404;0.816496581;;0.533333333;0.8
196;main-captions;MSRvid;2012train;440;3.75;['the', 'people', 'are', 'lifting', 'bags'];['several', 'people', 'are', 'carrying', 'large', 'bags'];0.758150997;0.924835568;0.964705717;0;0.545454545;0.545454545
197;main-captions;MSRvid;2012train;442;0.4;['a', 'man', 'is', 'talking', 'on', 'the', 'phone'];['a', 'man', 'is', 'moon-walking', 'across', 'a', 'store'];0.644666752;0.692824437;0.816496581;;0.428571429;0.571428571
198;main-captions;MSRvid;2012train;447;0;['a', 'woman', 'is', 'braiding', 'her', 'hair'];['a', 'man', 'is', 'riding', 'a', 'motorcycle'];0.673533913;0.717871671;0.834566725;;0.333333333;0.5
199;main-captions;MSRvid;2012train;461;3;['the', 'man', 'is', 'throwing', 'knives', 'at', 'a', 'tree'];['a', 'man', 'is', 'throwing', 'blades', 'into', 'a', 'close', 'target', 'outside'];0.754431885;0.957366155;0.97156388;;0.444444444;0.555555556
200;main-captions;MSRvid;2012train;463;0.4;['the', 'woman', 'is', 'slicing', 'tofu'];['the', 'woman', 'is', 'putting', 'on', 'lipstick'];0.627146329;0.733778809;0.853906259;;0.545454545;0.363636364
201;main-captions;MSRvid;2012train;465;0.4;['a', 'woman', 'is', 'folding', 'paper'];['a', 'woman', 'is', 'applying', 'eye', 'shadow'];0.788379509;0.636969369;0.866025404;;0.545454545;0.545454545
202;main-captions;MSRvid;2012train;466;0.25;['someone', 'is', 'folding', 'a', 'piece', 'of', 'paper'];['a', 'person', 'is', 'slicing', 'a', 'small', 'pieces', 'of', 'ginger'];0.848215244;0.852112346;1;;0.375;0.625
203;main-captions;MSRvid;2012train;469;0.25;['a', 'man', 'is', 'lifting', 'weights'];['a', 'man', 'is', 'chopping', 'egg', 'plant'];0.751052883;0.65914842;0.886304451;;0.545454545;0.545454545
204;main-captions;MSRvid;2012train;500;0.4;['a', 'man', 'is', 'playing', 'a', 'cello'];['a', 'man', 'is', 'rapidly', 'lifting', 'small', 'weights'];0.681037591;0.412216219;0.709484803;;0.615384615;0.615384615
205;main-captions;MSRvid;2012train;501;0.4;['the', 'man', 'is', 'talking'];['a', 'man', 'is', 'walking', 'down', 'stairs'];0.683298151;0.412158189;0.577350269;;0.4;0.4
206;main-captions;MSRvid;2012train;502;3.2;['a', 'man', 'tries', 'to', 'feed', 'a', 'mouse', 'to', 'a', 'snake'];['a', 'man', 'is', 'teasing', 'a', 'snake', 'with', 'a', 'mouse'];0.820022672;0.668202164;0.707106781;;0.631578947;1.263157895
207;main-captions;MSRvid;2012train;510;0;['a', 'man', 'is', 'playing', 'the', 'drums'];['a', 'woman', 'is', 'slicing', 'some', 'leaves'];0.669072428;0.790247833;0.869221985;;0.333333333;0.333333333
208;main-captions;MSRvid;2012train;512;2.2;['a', 'man', 'is', 'playing', 'a', 'ukulele'];['a', 'man', 'is', 'sitting', 'and', 'playing', 'a', 'small', 'guitar'];0.891958108;0.967054804;0.981635731;;0.666666667;0.933333333
209;main-captions;MSRvid;2012train;524;0.8;['a', 'kitten', 'is', 'drinking', 'milk', 'from', 'a', 'bowl'];['a', 'small', 'child', 'is', 'drinking', 'water', 'from', 'a', 'cup'];0.688063815;0.697142655;0.865063538;;0.588235294;0.705882353
210;main-captions;MSRvid;2012train;531;0.8;['a', 'man', 'breaks', 'cinder', 'blocks', 'on', 'another', 'man'];['a', 'woman', 'breaks', 'an', 'egg', 'into', 'a', 'pan'];0.549039228;0.435981745;0.703755219;;0.25;0.375
211;main-captions;MSRvid;2012train;551;0.3;['a', 'man', 'is', 'hitting', 'a', 'boy', 'with', 'flower', 'vase'];['a', 'man', 'is', 'cutting', 'a', 'mat'];0.802447834;0.563128228;0.775008362;;0.533333333;0.8
212;main-captions;MSRvid;2012train;558;0;['the', 'man', 'is', 'mixing', 'whipping', 'cream'];['the', 'man', 'is', 'holding', 'a', 'skunk'];0.726944514;0.74397975;0.707106781;;0.5;0.333333333
213;main-captions;MSRvid;2012train;560;0.75;['a', 'man', 'is', 'stirring', 'juice'];['a', 'man', 'is', 'peeling', 'an', 'onion'];0.696514058;0.698615645;0.901580653;;0.545454545;0.545454545
214;main-captions;MSRvid;2012train;562;2.333;['someone', 'is', 'slicing', 'two', 'uncooked', 'racks', 'of', 'ribs', 'apart'];['someone', 'is', 'cutting', 'a', 'piece', 'of', 'meat'];0.604666183;0.691821687;0.847200669;;0.375;0.25
215;main-captions;MSRvid;2012train;572;1.333;['a', 'man', 'is', 'kicking', 'pots', 'of', 'water'];['a', 'man', 'is', 'turning', 'foods'];0.825525784;0.914455392;0.999837833;;0.5;0.5
216;main-captions;MSRvid;2012train;575;1.2;['two', 'little', 'girls', 'talk', 'on', 'the', 'telephone'];['two', 'couple', 'are', 'talking', 'with', 'each', 'other'];0.624312738;;;;0.142857143;0.285714286
217;main-captions;MSRvid;2012train;576;4.2;['a', 'cat', 'gets', 'stuck', 'on', 'a', 'moving', 'ceiling', 'fan'];['a', 'cat', 'is', 'swinging', 'on', 'a', 'fan'];0.86052037;0.513256057;0.621262838;;0.625;0.875
218;main-captions;MSRvid;2012train;577;3.8;['the', 'cat', 'is', 'drinking', 'milk'];['a', 'white', 'cat', 'is', 'licking', 'and', 'drinking', 'milk', 'kept', 'on', 'a', 'plate'];0.825056118;0.74397975;0.707106781;;0.470588235;0.470588235
219;main-captions;MSRvid;2012train;589;3;['rocky', 'and', 'apollo', 'creed', 'are', 'running', 'down', 'the', 'beach'];['the', 'men', 'are', 'jogging', 'on', 'the', 'beach'];0.591532743;0.119125792;0.129549098;0;0.375;0.25
220;main-captions;MSRvid;2012train;590;0.5;['a', 'man', 'is', 'singing', 'while', 'playing', 'the', 'guitar'];['a', 'man', 'is', 'stuffing', 'himself', 'full', 'with', 'food'];0.689792379;0.686436954;0.875355898;;0.375;0.375
221;main-captions;MSRvid;2012train;594;0;['a', 'boat', 'sails', 'along', 'the', 'water'];['the', 'man', 'is', 'playing', 'the', 'guitar'];0.384160393;0.101594488;0.123825715;0;0.166666667;0
222;main-captions;MSRvid;2012train;600;0.333;['an', 'okapi', 'is', 'eating', 'from', 'a', 'tree'];['a', 'moose', 'drinks', 'from', 'a', 'sprinkler'];0.521990831;0.763903004;0.762280155;;0.307692308;0.307692308
223;main-captions;MSRvid;2012train;605;1.5;['several', 'kids', 'jump', 'up', 'and', 'down', 'on', 'a', 'trampoline'];['a', 'man', 'is', 'doing', 'back', 'flips', 'on', 'a', 'trampoline'];0.677334477;0.761220089;0.707106781;;0.333333333;0.444444444
224;main-captions;MSRvid;2012train;609;0.167;['a', 'woman', 'is', 'pouring', 'egg', 'into', 'a', 'frying', 'pan'];['a', 'man', 'is', 'petting', 'two', 'dogs'];0.61289939;0.790247833;0.869221985;;0.4;0.4
225;main-captions;MSRvid;2012train;610;0.5;['a', 'woman', 'is', 'frying', 'ground', 'meat'];['a', 'man', 'is', 'cutting', 'a', 'trunk', 'with', 'an', 'axe'];0.648860381;0.885506212;0.893647282;;0.266666667;0.4
226;main-captions;MSRvid;2012train;619;1.25;['three', 'boys', 'in', 'karate', 'costumes', 'are', 'fighting'];['three', 'men', 'are', 'practicing', 'karate', 'moves', 'in', 'a', 'field'];0.788040789;0.761205983;0.786288904;;0.5;0.5
